昵称,月连接用户数(W),月深度用户数(W),星图id,内容垂类,粉丝量,60s以上视频报价,男性粉丝比例,24-30岁粉丝比例,31-40岁粉丝比例,41-50岁粉丝比例,50岁以上粉丝比例,星图指数,性价比指数,预期播放量,互动率,完播率,预期CPE,预期CPM,总分,等级
珠海澳门旅游攻略,,,6.87017E+18,旅行,241710,5400,0.55,0.18,0.53,0.17,0.09,68.38,66.54594707,2696,0.0073,0.0441,274.3790903,2002.97,8.6,A级
杰说电影,,,6.85701E+18,"旅行, 汽车",2346578,40000,0.59,0.08,0.38,0.31,0.21,68.69,73.45589484,20138,0.0163,0.0771,121.8585624,1986.29,10.4,S级
房琪kiki,,,6.62966E+18,"影视娱乐, 旅行",23457128,370000,0.33,0.35,0.29,0.05,0.02,81.93,71.9655746,6040632,0.0332,0.0612,1.844935814,61.25,12.1,S级
旅行者阿志🇨🇳,,,7.04978E+18,"才艺技能, 旅行",229294,8000,0.75,0.09,0.35,0.31,0.24,,,0,0,,8E+12,,4,C级
说濮阳,,,6.87017E+18,生活,228928,2000,0.61,0.14,0.4,0.23,0.18,,,0,0,,2E+12,,4,C级
云端重庆.,,,6.99951E+18,旅行,226820,4500,0.67,0.03,0.13,0.26,0.57,74.15,60,42070,0.0112,0.2625,9.550409182,106.96,9.1,A级
拾柒📷,,,6.99287E+18,情感,225607,7100,0.66,0.4,0.24,0.03,0.02,74.85,67.63851035,38059,0.0313,0.1015,5.960142429,186.55,11.6,S级
北碚的小火锅,,,6.62966E+18,旅行,224751,13900,0.1,0.12,0.15,0.11,0.04,71.55,65.44894771,25815,0.0165,0.07,32.63312967,538.45,7.1,A级
优创短剧,,,6.88589E+18,"旅行, 汽车",2244900,62500,0.77,0.03,0.17,0.3,0.49,79.93,0,253425,0.009,0.149,27.40236537,246.62,8.1,A级
若有所思CS,,,6.73237E+18,旅行,223142,8000,0.59,0.25,0.31,0.23,0.07,,,0,0,,8E+12,,4,C级
飞进桂林山水,,,7.26032E+18,旅行,222452,6500,0.62,0.15,0.35,0.21,0.24,,,0,0,,6.5E+12,,4,C级
优创剧场,,,7.22371E+18,"旅行, 汽车",2206060,49200,0.73,0.03,0.15,0.3,0.52,77.33,0,159821,0.0085,0.1635,36.21698834,307.84,7.6,A级
明白乐大爷,,,6.87016E+18,旅行,219608,10000,0.68,0.12,0.37,0.23,0.23,67.85,65.92751788,26907,0.0407,0.101,9.131461913,371.65,10.4,S级
走心的旅行,,,6.87016E+18,旅行,217022,3300,0.6,0.14,0.46,0.26,0.1,66.79,66.50212971,3857,0.0132,0.205,64.81721545,855.59,9.4,A级
兵小帅📸,,,6.93508E+18,旅行,215630,5800,0.44,0.09,0.28,0.22,0.37,66.93,64.62022528,13568,0.0483,0.1146,8.850443377,427.48,7.4,A级
闫闫日记,,,6.86532E+18,旅行,215491,20000,0.73,0.22,0.54,0.1,0.05,60.55,59.27574748,19787,0.1426,0.066,7.088111104,1010.76,9.4,A级
马作作,,,6.62966E+18,"旅行, 美食",212963,6900,0.53,0.23,0.39,0.16,0.05,,,0,0,,6.9E+12,,4,C级
江湖第二挖挖挖,,,6.96334E+18,"旅行, 汽车",2033646,36100,0.85,0.11,0.38,0.27,0.22,73.44,69.01815291,771196,0,,3.61E+13,46.81,8.4,A级
湖远行,,,6.62966E+18,旅行,20148263,1000000,0.75,0.21,0.46,0.15,0.06,84.29,70.88562957,17083761,0.0208,0.1077,2.814188461,58.54,13.6,S级
厦门阿波,,,6.8307E+18,"旅行, 汽车",19880324,369800,0.63,0.08,0.33,0.29,0.28,93.02,90.89817679,8069997,0.026,0.0612,1.762463719,45.82,16.6,S级
大禹下海,,,7.08596E+18,"旅行, 汽车",1930709,21400,0.82,0.08,0.44,0.35,0.13,73.55,71.19481818,89595,0.0062,0.1374,38.52461525,238.85,9.8,A级
芒果说剧🥭,,,6.87017E+18,"旅行, 汽车",1908662,34300,0.61,0.07,0.37,0.33,0.21,68.08,72.77591988,26788,0.009,0.0527,142.2693412,1280.42,8.4,A级
聂小雨,,,6.60022E+18,"旅行, 美食",18550319,400000,0.81,0.28,0.35,0.1,0.04,83.24,69.02108917,3544420,0.0509,0.0736,2.217159978,112.85,13.1,S级
沐雨影视,,,7.12325E+18,"旅行, 汽车",1842333,48000,0.2,0.05,0.32,0.38,0.24,71.34,0,51590,0.0082,0.0794,113.4649842,930.41,6.6,B级
野驴追剧,,,7.14788E+18,"旅行, 汽车",1818402,28000,0.74,0.22,0.5,0.13,0.05,68.24,70.94274243,233166,0.0138,0.0989,8.701892674,120.09,10.9,S级
超哥追剧,,,6.9774E+18,"旅行, 汽车",1770130,16000,0.7,0.11,0.48,0.31,0.1,77.82,71.0419107,649431,0.0044,0.1454,5.599307142,24.64,12.4,S级
恩甜,,,6.80039E+18,"旅行, 汽车",1720471,32900,0.84,0.35,0.29,0.06,0.02,72.14,66.95678021,313083,0.0238,0.187,4.415292243,105.08,12.1,S级
毛小星,,,6.62966E+18,"旅行, 汽车",1701845,50000,0.3,0.3,0.23,0.06,0.11,79.71,74.28837781,61651,0.0828,0.0373,9.794889528,811.02,11.1,S级
面条哥｛好物分享｝,,,6.80097E+18,剧情搞笑,1699723,60000,0.31,0.02,0.2,0.44,0.34,59.13,88.31156433,399255,0,,6E+13,150.28,5.6,B级
lele的小王子,,,7.04419E+18,旅行,1699642,72000,0.35,0.09,0.43,0.1,0.36,72.54,69.20636611,444033,0.0083,0.2131,19.53615789,162.15,9.6,A级
田甜.,,,7.0407E+18,剧情搞笑,1699515,50000,0.33,0.28,0.31,0.09,0.08,69.59,71.66085919,3910962,0.0199,0.1178,0.642441122,12.78,11.9,S级
乃慧其实是楚慧,,,6.987E+18,音乐,1699484,35000,0.75,0.34,0.18,0.03,0.02,72.62,60,184258,0.0444,0.0787,4.278176732,189.95,10.6,S级
imxiaoxin,,,6.83853E+18,游戏,1699149,0,0.85,0.18,0.13,0.12,0.04,71.02,66.61947966,110892,0.0218,0.1295,0,,11.6,S级
精选直通车,,,6.62966E+18,汽车,1699095,45000,0.92,0.25,0.45,0.16,0.09,83.14,84.17403631,7472,0.0037,0.0176,1627.698362,6022.48,11.6,S级
源妈爱做饭,,,7.06343E+18,美食,1698602,36400,0.34,0.12,0.45,0.28,0.13,84.63,81.88656975,103892,0.0092,0.0941,38.08302602,350.36,10.1,S级
阳阳发型变美分享,,,6.62966E+18,"旅行, 汽车",1698419,0,0.08,0.16,0.56,0.17,0.07,71.75,65.55237579,93848,0.0145,0.0856,0,,10.6,S级
💗李小贝,,,6.62972E+18,萌宠,1698407,22500,0.36,0.2,0.34,0.17,0.08,51.73,58.92720534,0,0,,2.25E+13,,3.1,C级
小凡c,,,6.62966E+18,"旅行, 汽车",1698343,30000,0.91,0.25,0.48,0.15,0.05,62.38,62.28660322,36665,0.0384,0.0941,21.30778672,818.22,8.4,A级
老黑,,,6.62972E+18,生活,1698343,28000,0.54,0.22,0.16,0.1,0.03,65.35,61.34370425,103763,0.0256,0.205,10.54084789,269.85,7.9,A级
段小段,,,7.03176E+18,美食,1698297,38600,0.66,0.35,0.34,0.1,0.03,77.45,74.06289123,341766,0.0224,0.0534,5.042088112,112.94,13.1,S级
旺旺JM、,,,6.76946E+18,随拍,1698073,0,0.75,0.15,0.45,0.19,0.11,54.06,59.10752196,0,0,,0,,6.6,B级
长泽莉莉子,,,6.85183E+18,生活,1697920,65000,0.58,0.02,0.07,0.22,0.68,45.68,38.37592832,5396,1,0.0614,12.04595997,12045.96,6.3,B级
嘟嘟大皮客,,,6.63918E+18,游戏,1697893,18000,0.7,0.1,0.39,0.22,0.11,80.34,60.0846907,8158,0.4719,0.0406,4.675615899,2206.42,10.6,S级
清欢小姐姐,,,6.80513E+18,"旅行, 汽车",1697735,9150,0.53,0.07,0.43,0.22,0.16,54.59,61.06184535,5455,0.0043,0.0767,390.0837721,1677.36,6.6,B级
七七影视,,,7.09001E+18,旅行,1697735,5600,0.89,0.07,0.25,0.32,0.33,83.05,70.79849769,588769,0.0044,0.1782,2.161675076,9.51,12.4,S级
莎姐爱健身,,,6.87017E+18,运动健身,1697628,1600,0.16,0.02,0.14,0.32,0.51,69.86,68.50679925,42895,0.0127,0.053,2.937038162,37.3,8.4,A级
李美贤,,,6.9569E+18,"旅行, 汽车",1697557,41800,0.79,0.12,0.55,0.23,0.08,75.26,70.46391842,255001,0.0126,0.1071,13.00959729,163.92,11.1,S级
惠子你变啥（欧皇版,,,6.62881E+18,"旅行, 汽车",1697544,32100,0.36,0.21,0.28,0.12,0.09,75.49,68.2418095,238876,0.0505,0.164,2.660977094,134.38,11.6,S级
大眼一一,,,7.06965E+18,"旅行, 汽车",1697489,42000,0.49,0.1,0.22,0.11,0.51,55.82,67.42172561,34377,0.8017,0.0102,1.523945489,1221.75,6.6,B级
瑜美人儿,,,6.95933E+18,运动健身,1697391,50000,0.97,0.2,0.42,0.19,0.07,77.91,69.30951319,467169,0.0305,0.1956,3.509103263,107.03,13.1,S级
贝儿,,,6.84206E+18,"旅行, 汽车",1697356,9100,0.21,0.07,0.33,0.29,0.29,81.89,87.91763919,46396,0.0082,0.2918,23.91921928,196.14,11.6,S级
莫影馨🐯每日一谝,,,6.73647E+18,"测评, 美妆",1697281,30400,0.83,0.07,0.32,0.32,0.27,70.69,69.43338396,715684,0.0233,0.1259,1.823040658,42.48,12.6,S级
宝宝教做菜,,,7.03297E+18,美食,1697210,15600,0.47,0.06,0.29,0.32,0.32,74.76,82.16023916,12692,0.0107,0.0715,114.871094,1229.12,7.6,A级
白菜君,,,6.82403E+18,游戏,1697129,0,0.37,0.06,0.5,0.14,0.29,60.79,66.59631186,1119,0.0075,0.1373,0,,9.1,A级
十三先生Studio,,,6.95612E+18,汽车,1696916,200000,0.5,0.03,0.14,0.24,0.57,52.44,43.57883419,1873,0.0077,0.0078,13867.60597,106780.57,3.8,C级
恐怖地带,,,6.75387E+18,"旅行, 汽车",1696588,12700,0.63,0.21,0.27,0.11,0.06,63.4,70.30424532,59512,0.0442,0.1133,4.828107218,213.4,10.4,S级
之知科普,,,6.9345E+18,艺术文化,1696443,10000,0.87,0.17,0.44,0.23,0.12,66.71,67.52382974,0,0,,1E+13,,6.2,B级
荔枝不甜,,,6.87017E+18,时尚,1696316,90000,0.1,0.42,0.23,0.03,0.02,77.83,93.26426557,43522,0.0136,0.112,152.0529171,2067.92,11.6,S级
大彬VLOG,,,6.86403E+18,旅行,157407,10000,0.4,0.2,0.39,0.18,0.15,,,0,0,,1E+13,,2.5,C级
深圳出发,,,6.97608E+18,旅行,148771,7000,0.56,0.18,0.5,0.22,0.08,,,0,0,,7E+12,,4,C级
🍀小洁,,,7.2226E+18,旅行,147348,9400,0.87,0.02,0.12,0.33,0.53,,,0,0,,9.4E+12,,2,C级
刘不韦 (旅行日记),,,7.26064E+18,旅行,125808,7400,0.72,0.16,0.39,0.22,0.18,,,0,0,,7.4E+12,,4,C级
保罗在美国,,,6.70032E+18,"旅行, 生活",12435072,250000,0.52,0.19,0.36,0.13,0.11,87.33,73.2082809,4545445,0.0381,0.2287,1.443572585,55,14.6,S级
维维winnie,,,6.8822E+18,"测评, 美妆",1199933,45000,0.38,0.09,0.44,0.1,0.36,49.15,67.37283611,14438,0.6359,0.104,4.901360555,3116.78,8.3,A级
老马拍案,,,7.05141E+18,教育培训,1199859,25000,0.84,0.12,0.34,0.25,0.27,75.02,60,673820,0.0174,0.1048,2.132292911,37.1,12.6,S级
广西超模CP情侣吃喝玩乐购物攻略,,,6.96908E+18,"旅行, 汽车",1199772,60000,0.48,0.03,0.09,0.15,0.71,48.64,68.77307786,6548,0.3571,0.1749,25.65976824,9163.1,5.8,B级
又是潺潺,,,7.09604E+18,"旅行, 汽车",1199738,9000,0.62,0.04,0.27,0.4,0.29,76.09,68.71747514,27711,0.015,0.0718,21.65205153,324.78,9.6,A级
资本进化论,,,6.87017E+18,生活,1199736,39000,0.89,0.11,0.45,0.29,0.13,52.01,0,0,0,,3.9E+13,,4.6,C级
华山孟钊杰,,,6.87016E+18,旅行,1186032,4600,0.62,0.04,0.19,0.25,0.5,72.02,68.07280589,40169,0.0215,0.1302,5.32633345,114.52,10.6,S级
大唐 · 忆风,,,6.86628E+18,旅行,1154788,7900,0.68,0.12,0.42,0.26,0.18,65.81,68.96496769,82644,0.0168,0.1968,5.689924196,95.59,10.9,S级
重庆秀秀,,,7.10074E+18,旅行,1154566,20000,0.56,0.13,0.39,0.24,0.19,78.02,70.65747629,209507,0.0149,0.0918,6.406859337,95.46,12.1,S级
不凡在路上,,,6.85883E+18,旅行,1149717,48000,0.53,0.02,0.09,0.19,0.7,60.08,67.39388859,5845,0.2508,0.0112,32.74380835,8212.15,6.2,B级
城市不麋鹿,,,6.66221E+18,旅行,1142905,46600,0.57,0.32,0.43,0.09,0.02,64.11,58.92656479,8959,0.0059,0.048,881.6056574,5201.47,7.2,A级
全景青海,,,6.72893E+18,"旅行, 萌宠",1138324,8600,0.79,0.08,0.28,0.31,0.32,78.77,69.63598756,39313,0.0093,0.4277,23.52227464,218.76,9.6,A级
小马达逛吃,,,6.7024E+18,"旅行, 美食",1126760,30000,0.44,0.16,0.41,0.19,0.15,71.31,69.62338179,32958,0.1042,0.041,8.735598928,910.25,9.6,A级
旅行风景BOX,,,7.08624E+18,旅行,1126517,22300,0.66,0.25,0.37,0.11,0.09,66.29,0,55730,0.0195,0.2334,20.52018201,400.14,8.4,A级
曹大美的幸福日记（原名我和曹大美的幸福）,,,6.7217E+18,旅行,1113504,28000,0.52,0.14,0.48,0.2,0.13,71.59,65.72278151,182129,0.0134,0.1187,11.47292435,153.74,11.1,S级
东北人(酱)在洛杉矶,,,6.62972E+18,生活,11118603,250000,0.71,0.35,0.31,0.07,0.02,80.12,68.08562957,2926477,0.0169,0.2679,5.054849024,85.43,12.1,S级
Hello老贝,,,7.00614E+18,"旅行, 测评",110496,6500,0.45,0.12,0.52,0.22,0.12,,,0,0,,6.5E+12,,3,C级
吴博在奥地利,,,6.87017E+18,生活,1095037,85000,0.32,0.12,0.46,0.26,0.14,78.82,86.49231577,123310,0.0103,0.1301,66.92423311,689.32,12.1,S级
好吃恐龙哥,,,6.63915E+18,"旅行, 母婴亲子, 美食",1077607,24600,0.62,0.15,0.39,0.2,0.08,66.55,67.04633688,7318,0.0453,0.0637,74.206936,3361.57,9.4,A级
董行,,,7.14939E+18,"二次元, 旅行, 艺术文化",1063044,50000,0.5,0.21,0.27,0.08,0.12,77.17,60,373547,0.2641,0.1305,0.506823041,133.85,12.1,S级
笑鼻摘紫,,,7.02334E+18,"旅行, 随拍",1055625,65000,0.32,0.13,0.04,0.02,0.01,77.82,75.34266041,1305369,0.0512,0.2345,0.972545885,49.79,11.1,S级
夕颜.,,,7.12423E+18,"旅行, 艺术文化",1042870,14400,0.46,0.24,0.23,0.08,0.07,75.62,60,101491,0.0636,0.2372,2.230888397,141.88,11.1,S级
同程旅行,,,6.87016E+18,旅行,1021997,28000,0.59,0.19,0.4,0.13,0.14,63.86,65.163333,23305,0.0322,0.0759,37.31238865,1201.46,9.4,A级
团团妈妈种草记,,5.3,6.86789E+18,母婴亲子,977881,50000,0.35,0.09,0.51,0.09,0.3,50.3,68.49239492,22032,0.6345,0.1748,3.57671598,2269.43,9.3,A级
黄允知,,754.8,7.22231E+18,母婴亲子,933953,38000,0.4,0.25,0.39,0.18,0.09,80.25,0,1181277,0.0174,0.1828,1.848768787,32.17,12.1,S级
东琳琳工作室（蜜月中）,,223.2,6.62966E+18,母婴亲子,933899,20000,0.34,0.29,0.45,0.13,0.04,79.77,68.35642583,643596,0.0116,0.1886,2.678913373,31.08,13.1,S级
金添翼的美少女妈咪,,1097,7.25495E+18,母婴亲子,930935,80000,0.23,0.34,0.23,0.05,0.02,83.47,0,1701057,0.0226,0.1288,2.080954964,47.03,10.6,S级
童年终结者,,966.7,6.94376E+18,母婴亲子,9011073,248000,0.35,0.34,0.32,0.08,0.03,82.76,74.93515894,3801681,0.0278,0.1767,2.346557565,65.23,13.1,S级
叶海洋的Hatti,,769.4,7.00854E+18,母婴亲子,884900,500000,0.04,0.17,0.43,0.23,0.11,84.44,60,1560350,0.0118,0.1807,27.15601074,320.44,7.6,A级
蜜桃妈妈,,997.8,6.88196E+18,母婴亲子,882695,20000,0.76,0.08,0.43,0.33,0.14,84.68,60,2247634,0.0212,0.1018,0.41972858,8.9,13.6,S级
乡妹朱朱-12月30日上午10点跨年狂欢,,444.3,6.9635E+18,"旅行, 母婴亲子",8649418,200000,0.31,0.05,0.17,0.24,0.53,81.26,75.06253148,1489731,0.0193,0.1397,6.95608422,134.25,10.1,S级
辣妈小咬橙,,8.7,6.62966E+18,"母婴亲子, 测评",816313,22000,0.5,0.08,0.49,0.22,0.11,62.9,43.1823298,41257,1,1,0.533242844,533.24,10.4,S级
朗朗.,,754.9,6.71971E+18,母婴亲子,8092002,100000,0.42,0.09,0.38,0.16,0.35,77.33,71.3799378,4673182,0.0119,0.1905,1.79820973,21.4,13.1,S级
叶海洋（迪仕艾普）,,1302.7,6.87016E+18,母婴亲子,7410734,400000,0.06,0.26,0.47,0.14,0.05,82.81,71.62206265,2699932,0.0152,0.0864,9.74683417,148.15,10.1,S级
是个懒妈,,2024.1,7.14864E+18,母婴亲子,6876767,220000,0.32,0.32,0.51,0.08,0.02,83.11,60,10637228,0.021,0.2174,0.98486095,20.68,12.1,S级
刘格格,,5542,6.82476E+18,母婴亲子,6584520,120000,0.54,0.21,0.27,0.07,0.12,85.14,69.98651663,4331552,0.0327,0.3284,0.84720783,27.7,14.6,S级
大大小小的窝12.29鸭鸭抗寒服饰专场,,1843.4,6.62966E+18,母婴亲子,6506544,220000,0.21,0.34,0.22,0.05,0.03,85.88,77.79202285,4501510,0.0144,0.2651,3.393922879,48.87,12.6,S级
@老张,,198.6,6.87016E+18,"母婴亲子, 生活",628850,15000,0.13,0.11,0.47,0.31,0.11,81.48,70.69399076,578823,0.0075,0.3613,3.455287713,25.91,11.8,S级
有家小店叫童年,,1132.1,6.82949E+18,母婴亲子,6285288,119800,0.34,0.22,0.37,0.09,0.16,88.04,75.53314003,5198704,0.0213,0.2296,1.081887552,23.04,14.1,S级
小糖糖女士,,6183.4,6.95538E+18,母婴亲子,6201052,150000,0.28,0.06,0.29,0.32,0.32,88.21,75.15149345,14693256,0.0159,0.2687,0.642060702,10.21,12.6,S级
赵鹏皓和姐姐,,1359,6.97992E+18,母婴亲子,6086117,260000,0.26,0.11,0.33,0.09,0.19,79,74.75127711,5516104,0.0514,0.1803,0.917017837,47.13,12.6,S级
小豆包ya,,87.3,6.77354E+18,"母婴亲子, 美妆",598558,35000,0.25,0.06,0.3,0.28,0.33,72.52,69.95933319,89403,0.0357,0.0236,10.96598724,391.49,7.3,A级
天天的一天到晚,,1812.9,6.81222E+18,母婴亲子,5976211,320000,0.2,0.3,0.23,0.06,0.05,88.1,77.59462104,4272142,0.0209,0.1579,3.583917572,74.9,12.1,S级
果果的妈妈,,1899,6.86224E+18,母婴亲子,5909826,118000,0.27,0.32,0.19,0.05,0.03,88.46,74.0137352,3885559,0.0256,0.2811,1.186283621,30.37,13.6,S级
家有二宝的佳铃妈,,9.4,6.68516E+18,"母婴亲子, 测评",580455,28800,0.46,0.13,0.43,0.18,0.1,54.02,60.23874451,19016,0.0619,0.0222,24.46710975,1514.51,6,B级
张高翔,,283,6.90305E+18,母婴亲子,567281,69988,0.18,0.13,0.55,0.09,0.16,85.18,74.20206118,811413,0.0162,0.1195,5.324350132,86.25,11.1,S级
晴晴和朗朗,,918.5,6.76248E+18,母婴亲子,5642285,110000,0.4,0.11,0.39,0.12,0.37,68.79,72.10854126,8535008,0.0095,0.2239,1.356641654,12.89,10.9,S级
我不是刁民,,295.8,7.28619E+18,母婴亲子,546452,30000,0.54,0.1,0.22,0.11,0.21,71.73,0,353455,0.0483,0.1912,1.757276067,84.88,11.1,S级
爱旅行的奶爸Kim,,38.3,6.7073E+18,母婴亲子,5391380,126000,0.5,0.05,0.47,0.21,0.22,74.06,65.3658205,22042,0.0782,1,73.09922861,5716.36,10.6,S级
大雯和孩儿们☀️,,3278.6,7.17097E+18,母婴亲子,5271987,85000,0.85,0.03,0.22,0.32,0.43,76.39,0,5019989,0.0143,0.3486,1.184077484,16.93,12.1,S级
噗噗和通哥,,3160,6.87017E+18,"剧情搞笑, 母婴亲子",518175,17900,0.73,0.14,0.36,0.26,0.19,81.5,60,228177,0.0043,0.4011,18.24369107,78.45,9.4,A级
禹晶,,408.7,7.10557E+18,母婴亲子,512305,35000,0.26,0.25,0.35,0.07,0.14,78.58,79.29413034,743305,0.0176,0.2287,2.675397533,47.09,12.6,S级
My name is 伊森,,824.4,6.97277E+18,母婴亲子,4917458,250000,0.24,0.28,0.5,0.08,0.02,86.1,69.20238729,6391126,0.0251,0.1957,1.558435769,39.12,11.6,S级
工厂小妮,,3076.5,6.96627E+18,母婴亲子,4833406,143900,0.33,0.03,0.2,0.36,0.41,86.69,75.84630826,4256605,0.0153,0.338,2.209561084,33.81,12.6,S级
陈韩烯,,1622.3,6.87016E+18,母婴亲子,4804555,120000,0.17,0.13,0.22,0.08,0.15,83.58,60,3613268,0.0809,0.2154,0.410518326,33.21,10.6,S级
开心好奇妈,,393.9,6.86736E+18,"才艺技能, 母婴亲子",4681898,110000,0.27,0.07,0.49,0.11,0.3,78.17,76.44831854,421519,0.0162,0.1361,16.10870081,260.96,10.1,S级
九哥,,355.3,7.19724E+18,母婴亲子,455705,50000,0.25,0.08,0.38,0.32,0.2,84.35,0,830612,0.0152,0.1496,3.960301181,60.2,10.6,S级
一只静猪🐷,,1623.5,6.83555E+18,母婴亲子,4535096,125100,0.22,0.14,0.43,0.09,0.24,81.86,76.6367332,3665546,0.0215,0.2168,1.587377338,34.13,13.6,S级
牛先生的一家,,919.3,6.80073E+18,母婴亲子,4440688,90000,0.31,0.07,0.5,0.1,0.33,75.72,74.21735011,3066513,0.0084,0.2551,3.493963898,29.35,14.1,S级
牛先生的一家,,919.3,6.80073E+18,母婴亲子,4440688,90000,0.31,0.07,0.5,0.1,0.33,75.72,74.21735011,3066513,0.0084,0.2551,3.493963898,29.35,14.1,S级
与豆一家同行,,451.2,7.04302E+18,"母婴亲子, 生活",434524,60000,0.06,0.36,0.37,0.05,0.03,80.16,60,1372227,0.0113,0.0692,3.869428683,43.72,10.6,S级
小肉橙橙🍊,,466.3,7.22547E+18,母婴亲子,433461,38000,0.92,0.31,0.45,0.08,0.03,81.07,0,736272,0.0121,0.3349,4.265401737,51.61,11.6,S级
六斗斗,,3001.6,6.87017E+18,"剧情搞笑, 母婴亲子",423132,21800,0.79,0.07,0.27,0.33,0.31,81.11,0,289310,0.0094,0.4437,8.016138178,75.35,10.1,S级
越多越好,,3104,6.94309E+18,母婴亲子,4161921,200000,0.31,0.15,0.38,0.24,0.17,85.06,72.15033888,16142925,0.0135,0.2819,0.917728033,12.39,12.1,S级
六七年老保姆,,353.9,7.02473E+18,剧情搞笑,414688,12000,0.19,0.01,0.08,0.23,0.68,75.92,71.26331429,319454,0.0097,0.5591,3.872586983,37.56,9.6,A级
悠妹儿,,1492.5,7.29333E+18,母婴亲子,412142,15000,0.96,0.38,0.21,0.03,0.01,84.63,0,1025155,0.022,0.2052,0.665087896,14.63,13.6,S级
杭杭头不大👦,,930.7,6.87016E+18,"母婴亲子, 舞蹈",3947613,43000,0.17,0.29,0.32,0.08,0.07,78.96,75.05437238,700246,0.0388,0.1203,1.582654414,61.41,12.6,S级
旋风小土豆🥔,,8570.2,7.25974E+18,母婴亲子,3938118,35000,0.44,0.29,0.3,0.08,0.07,86.06,0,6436063,0.0397,0.1799,0.136980028,5.44,11.6,S级
OK小花朵🌺,,3758.8,7.04751E+18,母婴亲子,3683292,100000,0.3,0.28,0.37,0.08,0.06,84.28,60,9925891,0.0346,0.246,0.291175211,10.07,12.1,S级
男幼师～贾爸爸,,1650,6.99468E+18,母婴亲子,3678138,80000,0.4,0.15,0.4,0.09,0.35,84.54,74.5836631,6486677,0.0075,0.2357,1.644396147,12.33,13.3,S级
营养师辣妈荣酱,,13.6,6.68674E+18,"母婴亲子, 颜值达人",353385,35000,0.75,0.15,0.15,0.27,0.09,54.63,61.3971907,7179,1,0.4361,4.875330826,4875.33,7.8,A级
青岛🍍小菠萝,,132.1,6.62966E+18,"母婴亲子, 生活, 美食",3461517,50000,0.57,0.19,0.41,0.17,0.08,77.79,66.5741014,390131,0.1124,0.0513,1.140232019,128.16,13.1,S级
四小只吖,,1906.1,6.99295E+18,母婴亲子,3337854,70000,0.41,0.08,0.5,0.11,0.3,79.71,80.606687,2660789,0.0108,0.3471,2.435924638,26.31,14.1,S级
典典单飞了,,810.4,7.18722E+18,母婴亲子,3315192,150000,0.22,0.11,0.24,0.08,0.15,79.03,0,3158198,0.0658,0.331,0.72181518,47.5,9.6,A级
五个孩子的妈妈要努力,,814.2,6.87017E+18,母婴亲子,3274067,50700,0.26,0.11,0.5,0.09,0.24,86.57,86.72318795,878478,0.016,0.1035,3.6070909,57.71,14.6,S级
姜麻麻Janice,,14.3,6.69446E+18,母婴亲子,3234071,80000,0.38,0.05,0.26,0.25,0.39,59.2,70.36605916,236905,0.0466,0.0238,7.246525812,337.69,6.5,B级
一颗肉丸子,,1136.8,7.05775E+18,母婴亲子,3210962,110000,0.38,0.15,0.11,0.04,0.05,80.73,69.68548631,2612100,0.0914,0.1191,0.460740819,42.11,10.6,S级
布丁布丁777,,13.9,6.62972E+18,"旅行, 母婴亲子",3120180,70000,0.58,0.13,0.44,0.2,0.12,50.21,51.17775439,38802,1,0.2327,1.80403072,1804.03,9.8,A级
超级臭豆腐Molly Ko,,2784.6,7.05152E+18,母婴亲子,3114282,108000,0.74,0.35,0.16,0.03,0.02,85.99,75.13556042,1375456,0.0427,0.1547,1.83886217,78.52,14.1,S级
小黄远嫁美国,,1124.4,7.16199E+18,母婴亲子,3111150,150000,0.09,0.16,0.47,0.2,0.11,83.71,0,3747846,0.0175,0.0993,2.287027955,40.02,10.6,S级
小西al,,2.9,6.69571E+18,"母婴亲子, 颜值达人",308290,25000,0.77,0.14,0.54,0.14,0.06,48.92,39.34379575,1047,1,0.0208,23.87774594,23877.75,7,B级
蜜宝妈妈,,557,6.95716E+18,生活,305285,21800,0.13,0.1,0.4,0.27,0.2,73.07,60,313844,0.0182,0.1777,3.816552803,69.46,10.6,S级
造美女～,,388.3,7.19479E+18,母婴亲子,303236,32500,0.46,0.33,0.18,0.06,0.02,76.5,0,1181468,0.0164,0.2666,1.677326273,27.51,12.6,S级
王花花一家（孕38周）,,70.5,6.95859E+18,母婴亲子,299749,50000,0.15,0.26,0.13,0.06,0.04,76.75,66.69048962,203238,0.015,0.1586,16.40113233,246.02,8.1,A级
秋天妈妈要努力,,649.1,6.90787E+18,母婴亲子,2882468,153600,0.13,0.27,0.48,0.14,0.06,78.75,77.77303826,4872165,0.0132,0.1138,2.388335296,31.53,13.6,S级
二蛋叔叔🥚（专业哄娃）,,459.3,6.88945E+18,母婴亲子,2876314,41600,0.32,0.31,0.5,0.05,0.1,80.39,67.6086944,295062,0.0127,0.0529,11.10136362,140.99,10.1,S级
念念妈妈,,295.8,7.22662E+18,母婴亲子,279178,29300,0.08,0.08,0.36,0.3,0.25,78.52,0,746163,0.0244,0.2378,1.609326209,39.27,10.6,S级
超人妈妈（学霸一家）,,113.6,6.85816E+18,母婴亲子,2703187,52800,0.4,0.03,0.15,0.15,0.65,68.25,72.32863022,27198,0.0654,0.0335,29.68378004,1941.32,4.9,C级
波妞波力,,597.4,6.94778E+18,生活,2676467,160000,0.46,0.19,0.5,0.13,0.14,75.73,66.94846244,1515481,0.009,0.2482,11.73078236,105.58,10.6,S级
